key,tables,label1,label2,l2d,label3,label4,shortDesc,sign,unit,tipTitle,mainTip,teamTip,playerTip
lw3FgaPg,"taps,paps",FGA/G,LW3 FGA/G,1,Left Wing 3s FGA / Game,Left Wing 3s FGA / Game,NA,pos,num,Left Wing 3s Field Goal Attempts / Game,Field goal attempts on left wing 3-pointers per game.,NA,NA
lw3Fgm,"pgps,taps,paps,tgps",FGM,LW3 FGM,1,Left Wing 3s FGM,Left Wing 3s FGM,NA,pos,int,Left Wing 3s Field Goals Made,Field goals made on left wing 3-pointers.,NA,NA
med2FgPct,"pgps,taps,paps,tgps",FG%,MED2 FG%,1,Medium Distance 2s FG%,Medium Distance 2s FG%,NA,pos,pct,Medium Distance 2s Field Goal Percentage,Field goal percentage on 10-15 foot 2-pointers.,NA,NA
med2Fga,"pgps,taps,paps,tgps",FGA,MED2 FGA,1,Medium Distance 2s FGA,Medium Distance 2s FGA,NA,pos,int,Medium Distance 2s Field Goal Attempts,Field goal attempts on 10-15 foot 2-pointers.,NA,NA
med2FgaFreq,"pgps,taps,paps,tgps",FGA%,MED2 FGA%,1,Medium Distance 2s FGA%,Medium Distance 2s FGA%,NA,pos,pct,Medium Distance 2s Field Goal Attempt Frequency,Percentage of shots taken as 10-15 foot 2-pointers.,NA,NA
med2FgaP100,"taps,paps",FGA/100,MED2 FGA/100,1,Medium Distance 2s FGA / 100 Poss,Medium Distance 2s FGA / 100 Poss,NA,pos,num,Medium Distance 2s Field Goal Attempts / 100 Possessions,Field goal attempts on 10-15 foot 2-pointers per 100 possessions played.,NA,NA
med2FgaP40,"taps,paps",FGA/40,MED2 FGA/40,1,Medium Distance 2s FGA / 40 Mins,Medium Distance 2s FGA / 40 Mins,NA,pos,num,Medium Distance 2s Field Goal Attempts / 40 Minutes,Field goal attempts on 10-15 foot 2-pointers per 40 minutes played.,NA,NA
med2FgaPg,"taps,paps",FGA/G,MED2 FGA/G,1,Medium Distance 2s FGA / Game,Medium Distance 2s FGA / Game,NA,pos,num,Medium Distance 2s Field Goal Attempts / Game,Field goal attempts on 10-15 foot 2-pointers per game.,NA,NA
med2Fgm,"pgps,taps,paps,tgps",FGM,MED2 FGM,1,Medium Distance 2s FGM,Medium Distance 2s FGM,NA,pos,int,Medium Distance 2s Field Goals Made,Field goals made on 10-15 foot 2-pointers.,NA,NA
mid2Ast,"pgps,paps",AST,MID2 AST,1,Midrange Assists,Midrange Assists,NA,pos,int,Midrange 2s Assists,The total number of assists where the shooter scored from the midrange.,NA,NA
mid2AstP100,paps,AST/100,MID2 AST/100,1,Midrange Assists / 100 Poss,Midrange Assists / 100 Poss,NA,pos,num,Midrange 2s Assists / 100 Poss,The total number of assists per 100 possessions where the shooter scored from the midrange.,NA,NA
mid2AstP40,"pgps,paps",AST/40,MID2 AST/40,1,Midrange Assists / 40 Mins,Midrange Assists / 40 Mins,NA,pos,num,Midrange 2s Assists / 40 Mins,The total number of assists per 40 minutes where the shooter scored from the midrange.,NA,NA
mid2AstPg,paps,AST/G,MID2 AST/G,1,Midrange Assists / Game,Midrange Assists / Game,NA,pos,num,Midrange 2s Assists / Game,The total number of assists per game where the shooter scored from the midrange.,NA,NA
mid2AstdPct,"pgps,taps,paps,tgps",ASTD%,MID2 ASTD%,1,Midrange Assisted Pct,Midrange Assisted Pct,NA,pos,pct,Midrange 2s Assisted Percentage,The percentage of shots made from the midrange that were assisted.,NA,NA
mid2Drb,"taps,tgps",DRB,MID2 DRB,1,Midrange Def Rebounds,Midrange Defensive Rebounds,NA,pos,int,Midrange 2s Defensive Rebounds,The total number of defensive rebounds grabbed on opponent's missed midrange 2s.,NA,NA
mid2DrbChnc,"taps,tgps",CHNC,MID2 DRB CHNC,1,Midrange Def Rebound Chances,Midrange Defensive Rebound Chances,NA,pos,int,Midrange 2s Defensive Rebound Chances,The total number of defensive rebounds chances (defensive rebounds grabbed plus opponent offensive rebounds) on opponent's missed midrange 2s.,NA,NA
mid2DrbPct,"taps,tgps",DRB%,MID2 DRB%,1,Midrange Def Rebound Pct,Midrange Defensive Rebounding Percentage,NA,pos,pct,Midrange 2s Defensive Rebounding Percentage,Percentage of the opponent's missed midrange 2s that were defensive rebounded by the team.,NA,NA
mid2FgPct,"pgps,taps,paps,lu,tgps,oo",FG%,MID2 FG%,1,Mid 2s FG%,Midrange 2s FG%,NA,pos,pct,Midrange 2s Field Goal Percentage,Field goal percentage on midrange 2s.,NA,NA
mid2FgPctS01,"pgps,taps,paps,tgps",FG%,MID2 FG% (0-10s),1,Mid 2s FG% (0-10s on Shot Clock),Midrange 2s FG% with 0-10 Secs on Shot Clock,NA,pos,pct,Midrange 2s FG% with 0 - 10 Seconds Left on Shot Clock,Field goal percentage on midrange 2s taken with 0 - 10 seconds remaining on the shot clock.,NA,NA
mid2FgPctS12,"pgps,taps,paps,tgps",FG%,MID2 FG% (10-20s),1,Mid 2s FG% (10-20s on Shot Clock),Midrange 2s FG% with 10-20 Secs on Shot Clock,NA,pos,pct,Midrange 2s FG% with 10 - 20 Seconds Left on Shot Clock,Field goal percentage on midrange 2s taken with 10 - 20 seconds remaining on the shot clock.,NA,NA
mid2FgPctS23,"pgps,taps,paps,tgps",FG%,MID2 FG% (20-30s),1,Mid 2s FG% (20-30s on Shot Clock),Midrange 2s FG% with 20-30 Secs on Shot Clock,NA,pos,pct,Midrange 2s FG% with 20 - 30 Seconds Left on Shot Clock,Field goal percentage on midrange 2s taken with 20 - 30 seconds remaining on the shot clock.,NA,NA
mid2Fga,"pgps,taps,paps,lu,tgps,oo",FGA,MID2 FGA,1,Mid 2s FGA,Midrange 2s FGA,NA,pos,int,Midrange 2s Field Goal Attempts,Field goal attempts on midrange 2s.,NA,NA
mid2FgaFreq,"pgps,taps,paps,lu,tgps,oo",FGA%,MID2 FGA%,1,Mid 2s FGA%,Midrange 2s FGA%,NA,pos,pct,Midrange 2s Field Goal Attempt Frequency,Percentage of shots taken as midrange 2s.,NA,NA
mid2FgaFreqAllS01,"pgps,taps,paps,tgps",FGA%,MID2 FGA% (0-10s) A,1,Mid 2s FGA% (0-10s) % All,Midrange 2s FGA% (0-10s) % of all shots,NA,pos,pct,"Midrange 2s FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots taken that were midrange 2s with 0 - 10 seconds remaining on the shot clock.,NA,NA
mid2FgaFreqAllS12,"pgps,taps,paps,tgps",FGA%,MID2 FGA% (10-20s) A,1,Mid 2s FGA% (10-20s) % All,Midrange 2s FGA% (10-20s) % of all shots,NA,pos,pct,"Midrange 2s FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots taken that were midrange 2s with 10 - 20 seconds remaining on the shot clock.,NA,NA
mid2FgaFreqAllS23,"pgps,taps,paps,tgps",FGA%,MID2 FGA% (20-30s) A,1,Mid 2s FGA% (20-30s) % All,Midrange 2s FGA% (20-30s) % of all shots,NA,pos,pct,"Midrange 2s FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots taken that were midrange 2s with 20 - 30 seconds remaining on the shot clock.,NA,NA
mid2FgaFreqClockS01,"pgps,taps,paps,tgps",FGA%,MID2 FGA% (0-10s) C,1,Mid 2s FGA% (0-10s) % Clock,Midrange 2s FGA% (0-10s) % of 0-10s shots,NA,pos,pct,"Midrange 2s FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of  0 - 10s shots)",Percentage of all shots taken with 0 - 10 seconds remaining on the shot clock that were midrange 2s.,NA,NA
mid2FgaFreqClockS12,"pgps,taps,paps,tgps",FGA%,MID2 FGA% (10-20s) C,1,Mid 2s FGA% (10-20s) % Clock,Midrange 2s FGA% (10-20s) % of 10-20s shots,NA,pos,pct,"Midrange 2s FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of 10 - 20s shots)",Percentage of all shots taken with 10 - 20 seconds remaining on the shot clock that were midrange 2s.,NA,NA
mid2FgaFreqClockS23,"pgps,taps,paps,tgps",FGA%,MID2 FGA% (20-30s) C,1,Mid 2s FGA% (20-30s) % Clock,Midrange 2s FGA% (20-30s) % of 20-30s shots,NA,pos,pct,"Midrange 2s FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of 20 - 30s shots)",Percentage of all shots taken with 20 - 30 seconds remaining on the shot clock that were midrange 2s.,NA,NA
mid2FgaFreqZoneS01,"pgps,taps,paps,tgps",FGA%,MID2 FGA% (0-10s) Z,1,Mid 2s FGA% (0-10s) % Mid 2s,Midrange 2s FGA% (0-10s) % of Mid 2s,NA,pos,pct,"Midrange 2s FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of Mid 2s)",Percentage of all midrange 2s that were taken with 0 - 10 seconds remaining on the shot clock.,NA,NA
mid2FgaFreqZoneS12,"pgps,taps,paps,tgps",FGA%,MID2 FGA% (10-20s) Z,1,Mid 2s FGA% (10-20s) % Mid 2s,Midrange 2s FGA% (10-20s) % of Mid 2s,NA,pos,pct,"Midrange 2s FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of Mid 2s)",Percentage of all midrange 2s that were taken with 10 - 20 seconds remaining on the shot clock.,NA,NA
mid2FgaFreqZoneS23,"pgps,taps,paps,tgps",FGA%,MID2 FGA% (20-30s) Z,1,Mid 2s FGA% (20-30s) % Mid 2s,Midrange 2s FGA% (20-30s) % of Mid 2s,NA,pos,pct,"Midrange 2s FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of Mid 2s)",Percentage of all midrange 2s that were taken with 20 - 30 seconds remaining on the shot clock.,NA,NA
mid2FgaP100,"taps,paps,lu,oo",FGA/100,MID2 FGA/100,1,Mid 2s FGA / 100,Midrange 2s FGA / 100 Poss,NA,pos,num,Midrange 2s Field Goal Attempts / 100 Possessions,Field goal attempts on midrange 2s per 100 possessions played.,NA,NA
mid2FgaP40,"taps,paps,lu,oo",FGA/40,MID2 FGA/40,1,Mid 2s FGA / 40,Midrange 2s FGA / 40 Mins,NA,pos,num,Midrange 2s Field Goal Attempts / 40 Minutes,Field goal attempts on midrange 2s per 40 minutes played.,NA,NA
mid2FgaPg,"taps,paps",FGA/G,MID2 FGA/G,1,Mid 2s FGA / Game,Midrange 2s FGA / Game,NA,pos,num,Midrange 2s Field Goal Attempts / Game,Field goal attempts on midrange 2s per game.,NA,NA
mid2FgaS01,"pgps,taps,paps,tgps",FGA,MID2 FGA (0-10s),1,Mid 2s FGA (0-10s),Midrange 2s FGAs with 0-10 Secs on Shot Clock,NA,pos,int,Midrange 2s FGAs with 0 - 10 Seconds Left on Shot Clock,The total number of field goal attempts on midrange 2s taken with 0 - 10 seconds remaining on the shot clock.,NA,NA
mid2FgaS12,"pgps,taps,paps,tgps",FGA,MID2 FGA (10-20s),1,Mid 2s FGA (10-20s),Midrange 2s FGAs with 10-20 Secs on Shot Clock,NA,pos,int,Midrange 2s FGAs with 10 - 20 Seconds Left on Shot Clock,The total number of field goal attempts on midrange 2s taken with 10 - 20 seconds remaining on the shot clock.,NA,NA
mid2FgaS23,"pgps,taps,paps,tgps",FGA,MID2 FGA (20-30s),1,Mid 2s FGA (20-30s),Midrange 2s FGAs with 20-30 Secs on Shot Clock,NA,pos,int,Midrange 2s FGAs with 20 - 30 Seconds Left on Shot Clock,The total number of field goal attempts on midrange 2s taken with 20 - 30 seconds remaining on the shot clock.,NA,NA
mid2Fgm,"pgps,taps,paps,lu,tgps,oo",FGM,MID2 FGM,1,Mid 2s FGM,Midrange 2s FGM,NA,pos,int,Midrange 2s Field Goals Made,Field goals made on midrange 2s.,NA,NA
mid2FgmA,"pgps,taps,paps,tgps",aFGM,MID2 aFGM,1,Assisted Mid 2s,Assisted Midrange 2s,NA,pos,int,Assisted Midrange 2s,NA,The total number of assisted midrange 2s made by the team.,The total number of assisted midrange 2s made by the player.
mid2FgmAP100,"taps,paps",aFGM/100,MID2 aFGM/100,1,Assisted Mid 2s / 100 Poss,Assisted Midrange 2s / 100 Poss,NA,pos,num,Assisted Midrange 2s / 100 Possessions,NA,"The number of assisted midrange 2s made by the team, per 100 possessions played.","The number of assisted midrange 2s made by the player, per 100 possessions played."
mid2FgmAP40,"taps,paps",aFGM/40,MID2 aFGM/40,1,Assisted Mid 2s / 40 Mins,Assisted Midrange 2s / 40 Mins,NA,pos,num,Assisted Midrange 2s / 40 Minutes,NA,"The number of assisted midrange 2s made by the team, per 40 minutes played.","The number of assisted midrange 2s made by the player, per 40 minutes played."
mid2FgmAPg,"taps,paps",aFGM/G,MID2 aFGM/G,1,Assisted Mid 2s / Game,Assisted Midrange 2s / Game,NA,pos,num,Assisted Midrange 2s / Game,NA,"The number of assisted midrange 2s made by the team, per game.","The number of assisted midrange 2s made by the player, per game."
mid2FgmS01,"pgps,taps,paps,tgps",FGM,MID2 FGM (0-10s),1,Mid 2s FGM (0-10s),Midrange 2s FGMs with 0-10 Secs on Shot Clock,NA,pos,int,Midrange 2s FGMs with 0 - 10 Seconds Left on Shot Clock,The total number of field goals made on midrange 2s taken with 0 - 10 seconds remaining on the shot clock.,NA,NA
mid2FgmS12,"pgps,taps,paps,tgps",FGM,MID2 FGM (10-20s),1,Mid 2s FGM (10-20s),Midrange 2s FGMs with 10-20 Secs on Shot Clock,NA,pos,int,Midrange 2s FGMs with 10 - 20 Seconds Left on Shot Clock,The total number of field goals made on midrange 2s taken with 10 - 20 seconds remaining on the shot clock.,NA,NA
mid2FgmS23,"pgps,taps,paps,tgps",FGM,MID2 FGM (20-30s),1,Mid 2s FGM (20-30s),Midrange 2s FGMs with 20-30 Secs on Shot Clock,NA,pos,int,Midrange 2s FGMs with 20 - 30 Seconds Left on Shot Clock,The total number of field goals made on midrange 2s taken with 20 - 30 seconds remaining on the shot clock.,NA,NA
mid2FgmU,"pgps,taps,paps,tgps",uFGM,MID2 uFGM,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
mid2Orb,"taps,tgps",ORB,MID2 ORB,1,Midrange 2s Off Rebounds,Midrange 2s Offensive Rebounds,NA,pos,int,Midrange 2s Offensive Rebounds,The total number of offensive rebounds grabbed on the team's missed midrange 2s.,NA,NA
mid2OrbChnc,"taps,tgps",CHNC,MID2 ORB CHNC,1,Midrange 2s Off Rebound Chances,Midrange 2s Offensive Rebound Chances,NA,pos,int,Midrange 2s Offensive Rebound Chances,The total number of offensive rebounds chances (offensive rebounds grabbed plus opponent defensive rebounds) on the team's missed midrange 2s.,NA,NA
mid2OrbPct,"taps,tgps",ORB%,MID2 ORB%,1,Midrange 2s Off Rebound Pct,Midrange 2s Offensive Rebounding Percentage,NA,pos,pct,Midrange 2s Offensive Rebounding Percentage,Percentage of the team's missed midrange 2s that were offensive rebounded by the team.,NA,NA
mid2Reb,"taps,tgps",REB,MID2 REB,1,Midrange 2s Rebounds,Midrange 2s Rebounds,NA,pos,int,Midrange 2s Rebounds,The total number of rebounds grabbed on the team's and opponent's missed midrange 2s.,NA,NA
mid2RebChnc,"taps,tgps",CHNC,MID2 REB CHNC,1,Midrange 2s Rebound Chances,Midrange 2s Rebound Chances,NA,pos,int,Midrange 2s Rebound Chances,The total number of rebounds chances (rebounds grabbed plus opponent rebounds) on the team's and opponent's missed midrange 2s.,NA,NA
mid2RebPct,"taps,tgps",REB%,MID2 REB%,1,Midrange 2s Rebound Pct,Midrange 2s Rebounding Percentage,NA,pos,pct,Midrange 2s Rebounding Percentage,Percentage of the team's and opponent's missed midrange 2s that were rebounded by the team.,NA,NA
mins,"tgs,pas,tas,pgs",MP,MP,1,Minutes Played,Minutes Played,NA,pos,int,Minutes Played,NA,The total number of minutes played by the team.,The total number of minutes played by the player.
minsCutoffPctile,oo,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
minsOff,oo,Off,Off,1,Minutes Off Court,Minutes Off Court,NA,pos,int,Minutes Off Court,The total number of team minutes played with the player off-court.,NA,NA
minsOn,oo,On,On,1,Minutes On Court,Minutes On Court,NA,pos,int,Minutes On Court,The total number of team minutes played with the player on-court.,NA,NA
minsP100,pas,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
minsP40,pas,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
minsPbp,"pgps,taps,paps,lu,tgps,oo",MP*,MP*,4,Minutes Played (PBP),Minutes Played (PBP),NA,pos,int,Minutes Played,NA,The total number of minutes played by the team in games where play-by-play data was tracked and collected by the NCAA.,The totol number of minutes played by the player in games where play-by-play data was tracked and collected by the NCAA.
minsPct,oo,Pct,Pct,1,Minutes Played Pct,Percent of Team Minutes Played,NA,pos,pct,Minutes Played Pct,The percentage of team minutes played with the player on-court.,NA,NA
minsPg,pas,MPG,MPG,1,Minutes / Game,Minutes / Game,NA,pos,num,Minutes / Game,NA,The number of minutes played per game by the team.,The number of minutes played per game by the player.
netPts,gfl,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
netRankAgst,"pgps,tgs,pgs,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
netRtg,"tgs,tas,lu,oo",Net Rtg,Net Rtg,1,Net Rating,Net Rating,NA,pos,num,Net Rating,NA,Measures the team's point differential (points scored - points allowed) per 100 possessions.,NA
netRtgAdj,tas,Net Rtg (Adj*),Net Rtg (Adj*),3,Net Rating (Adj*),Net Rating (Adj for opponent),NA,pos,num,Net Rating (Adjusted for Opponents),NA,"The team's net rating, taking into account an adjustment based on the average Net Rating allowed by the team's opponents throughout the season.",NA
netRtgAdjGap,tas,--->,Net Rtg Adj,1,Adjustment to Net Rtg,Adjustment to Net Rating,NA,pos,num,Adjustment to Net Rating,NA,"The size of the adjustment for the team's adjusted net rating, that takes into account the average Net Rating allowed by the team's opponents throughout the season.",NA
netppp,gfl,PPP,NETPPP,1,Net PPP,Net PPP,NA,pos,num2,Net Points / Possession,NA,An estimate of the team's point differential (points scored - points allowed) per possession.,NA
nextCompetitionId,pas,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
nextTeamId,pas,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
oFirstChnc,"taps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
oPbkChnc,"taps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
oPoss,"tgs,gfl,tas,taps,lu,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
oSecsFirstChnc,"taps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
oSecsPbkChnc,"taps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
oSecsPerFirstChnc,"taps,tgps",S/CHNC,S/CHNC O,1,Avg Seconds / O Chance,Average Seconds / Offensive Chance,NA,pos,num,Average # of Seconds / Offensive Chance,NA,"The average number of seconds per offensive chance. This number is identical to seconds / offensive possession, except with seconds after an offensive rebound excluded, and with putback chances excluded. This number effectively measures the average number of seconds from the start of a possession until a team's first shot, shooting foul or turnover.",NA
oSecsPerPbkChnc,"taps,tgps",S/PUT,S/PUT O,1,Avg Seconds / O Putback,Average Seconds / Offensive Putback,NA,pos,num,Average # of Seconds / Offensive Putback,NA,"The average number of seconds per offensive putback. This number measures the average length of chances (average seconds until the next shot, shooting foul or turnover) that start following an offensive rebound.",NA
oSecsPerPoss,"taps,tgps",S/POSS,S/POSS O,1,Avg Seconds / O Poss,Average Seconds / Offensive Poss,NA,pos,num,Average # of Seconds / Offensive Possession,NA,"The average number of seconds per offensive possession. This number measures the average length of entire offensive possessions, so added seconds from offensive rebounds count, as offensive rebounds extend a single possession.",NA
oSecsPoss,"taps,tgps",SECS,SECS POSS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
opf,"pgps,tgs,pas,tas,pgs,taps,paps,lu,tgps,oo",OPF,OPF,1,Offensive Personal Fouls,Offensive Personal Fouls,NA,neg,int,Offensive Personal Fouls,The total number of offensive personal fouls committed.,NA,NA
opfP100,"pas,tas,lu,oo",OPF/100,OPF/100,1,OPFs / 100 Poss,Offensive Personal Fouls / 100 Poss,NA,neg,num,Offensive Personal Fouls / 100 Poss,An estimate of the number of offensive personal fouls committed per 100 possessions played.,NA,NA
opfP40,"pas,tas,lu,oo",OPF/40,OPF/40,1,OPFs / 40 Mins,Offensive Personal Fouls / 40 Mins,NA,neg,num,Offensive Personal Fouls / 40 Mins,The number of offensive personal fouls committed per 40 minutes played.,NA,NA
opfPg,"pas,tas",OPF/G,OPF/G,1,OPFs / Game,Offensive Personal Fouls / Game,NA,neg,num,Offensive Personal Fouls / Game,The number of offensive personal fouls committed per game.,NA,NA
opfd,"pgps,taps,paps,tgps",CHGD,CHGD,1,Charges Drawn,Charges Drawn,NA,pos,int,Charges Drawn,NA,The total number of charges drawn by the team.,The total number of charges drawn by the player.
opfdP100,"taps,paps",CHGD/100,CHGD/100,1,Charges Dr / 100 Poss,Charges Drawn / 100 Poss,NA,pos,num,Charges Drawn / 100 Possessions,NA,"The total number of charges drawn by the team, per 100 possessions played.","The total number of charges drawn by the player, per 100 possessions played."
opfdP40,"taps,paps",CHGD/40,CHGD/40,1,Charges Dr / 40 Mins,Charges Drawn / 40 Mins,NA,pos,num,Charges Drawn / 40 Minunes,NA,"The total number of charges drawn by the team, per 40 minutes played.","The total number of charges drawn by the player, per 40 minutes played."
opfdPct,"pgps,taps,paps,tgps",CHGD%,CHGD%,1,Charges Drawn Pct,Charges Drawn Percentage,NA,pos,pct,Charges Drawn Percentage,NA,The percentage of defensive possessions with a charge drawn by the team.,The percentage of defensive possessions with a charge drawn by the player.
opfdPg,"taps,paps",CHGD/G,CHGD/G,1,Charges Dr / Game,Charges Drawn / Game,NA,pos,num,Charges Drawn / Game,NA,"The total number of charges drawn by the team, per game.","The total number of charges drawn by the player, per game."
oppp,gfl,PPP,OPPP,1,Offensive PPP,Offensive PPP,NA,pos,num2,Offensive Points / Possession,NA,An estimate of the number of points scored per possessions by the team.,NA
orb,"tgs,gfl,pas,tas,pgs,lu,oo",ORB,ORB,1,Offensive Rebounds,Offensive Rebounds,NA,pos,int,Offensive Rebounds,The total number of offensive rebounds.,NA,NA
orbAgst,"tgs,gfl,pas,tas,pgs,lu,oo",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
orbChnc,lu,CHNC,ORB CHNC,1,ORB Chances,ORB Chances,NA,pos,int,Offensive Rebounding Chances,NA,Total number of offensive rebounds plus opponent defensive rebounds.,NA
orbFg,"pgps,taps,paps,tgps",ORB,ORBFG,1,ORB off FGs,ORB off FGs,NA,pos,int,Offensive Rebound off missed FGs,Total number of offensive rebounds (offensive rebounds plus opponent defensive rebounds) off missed field goals.,NA,NA
orbFgChnc,"pgps,taps,paps,tgps",CHNC,ORBFG CHNC,1,ORB Chances off FGs,ORB Chances off FGs,NA,pos,int,Offensive Rebound Chances off missed FGs,Total number of offensive rebound opportunities (offensive rebounds plus opponent defensive rebounds) off missed field goals.,NA,NA
orbFgP100,"taps,paps",ORB/100,ORBFG/100,1,ORB off FGs / 100 Poss,ORB off FGs / 100 Poss,NA,pos,num,Offensive Rebound off missed FGs / 100 Poss,The number of offensive rebounds per 100 possessions (offensive rebounds plus opponent defensive rebounds) off missed field goals.,NA,NA
orbFgP40,"taps,paps",ORB/40,ORBFG/40,1,ORB off FGs / 40 Mins,ORB off FGs / 40 Mins,NA,pos,num,Offensive Rebound off missed FGs / 40 Mins,The number of offensive rebounds per 40 minutes (offensive rebounds plus opponent defensive rebounds) off missed field goals.,NA,NA
orbFgPct,"pgps,taps,paps,tgps",ORB%,ORBFG%,1,ORB% off FGs,Offensive Rebound Percentage on missed FGs,NA,pos,pct,Offensive Rebound Percentage on missed FGs,The percentage of team's missed field goals a player grabbed while he was on the floor.,NA,NA
orbFgPg,"taps,paps",ORB/G,ORBFG/G,1,ORB off FGs / Game,ORB off FGs / Game,NA,pos,num,Offensive Rebound off missed FGs / Game,The number of offensive rebounds per game (offensive rebounds plus opponent defensive rebounds) off missed field goals.,NA,NA
orbFt,"pgps,taps,paps,tgps",ORB,ORBFT,1,ORB off FTs,ORB off FTs,NA,pos,int,Offensive Rebound off missed FTs,Total number of offensive rebounds (offensive rebounds plus opponent defensive rebounds) off missed free throws.,NA,NA
orbFtChnc,"pgps,taps,paps,tgps",CHNC,ORBFT CHNC,1,ORB Chances off FTs,ORB Chances off FTs,NA,pos,int,Offensive Rebound Chances off missed FTs,Total number of offensive rebound opportunities (offensive rebounds plus opponent defensive rebounds) off missed free throws.,NA,NA
orbFtP100,"taps,paps",ORB/100,ORBFT/100,1,ORB off FTs / 100 Poss,ORB off FTs / 100 Poss,NA,pos,num,Offensive Rebound off missed FTs / 100 Poss,The number of offensive rebounds per 100 possessions (offensive rebounds plus opponent defensive rebounds) off missed free throws.,NA,NA
orbFtP40,"taps,paps",ORB/40,ORBFT/40,1,ORB off FTs / 40 Mins,ORB off FTs / 40 Mins,NA,pos,num,Offensive Rebound off missed FTs / 40 Mins,The number of offensive rebounds per 40 minutes (offensive rebounds plus opponent defensive rebounds) off missed free throws.,NA,NA
orbFtPct,"pgps,taps,paps,tgps",ORB%,ORBFT%,1,ORB% off FTs,Offensive Rebound % on missed FTs,NA,pos,pct,Offensive Rebound Percentage on missed FTs,The percentage of team's missed free throws a player grabbed while he was on the floor.,NA,NA
orbFtPg,"taps,paps",ORB/G,ORBFT/G,1,ORB off FTs / Game,ORB off FTs / Game,NA,pos,num,Offensive Rebound off missed FTs / Game,The number of offensive rebounds per game (offensive rebounds plus opponent defensive rebounds) off missed free throws.,NA,NA
orbP100,"pas,tas,lu,oo",ORB/100,ORB/100,1,ORebs / 100 Poss,Offensive Rebounds / 100 Poss,NA,pos,num,Offensive Rebounds / 100 Poss,An estimate of the number of offensive rebounds per 100 possessions played.,NA,NA
orbP40,"pas,tas,lu,oo",ORB/40,ORB/40,1,ORebs / 40 Mins,Offensive Rebounds / 40 Mins,NA,pos,num,Offensive Rebounds / 40 Mins,The number of offensive rebounds per 40 minutes played.,NA,NA
orbPct,"pgps,tgs,pas,tas,pgs,lu,oo",ORB%,ORB%,1,Off Rebound Pct,Offensive Rebound Percentage,Percentage of available o-boards grabbed,pos,pct,Offensive Rebounding Percentage,NA,Percentage of the team's missed shots that were offensive rebounded.,An estimate of the percentage of available offensive rebounds a player grabbed while he was on the floor.
orbPctAdj,tas,ORB% (Adj*),ORB% (Adj*),4,Off Rebound Pct (Adj*),Adjusted Offensive Rebound Percentage,NA,pos,pct,Offensive Rebound Percentage (Adjusted for Opponents),NA,"The team's offensive rebound percentage, taking into account an adjustment based on the average ORB% allowed by the team's opponents throughout the season.",NA
orbPctAdjGap,tas,--->,ORB% Adj,1,Adjustment to ORB%,Adjustment to ORB%,NA,pos,pct,Adjustment to ORB%,NA,"The size of the adjustment for the team's adjusted offensive rebound percentage, that takes into account the average ORB% allowed by the team's opponents throughout the season.",NA
orbPg,"pas,tas",ORB/G,ORB/G,1,ORebs / Game,Offensive Rebounds / Game,NA,pos,num,Offensive Rebounds / Game,The number of offensive rebounds per game.,NA,NA
orbTm,"pas,pgs",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
ortg,"tgs,tas,pgs,lu,oo",ORtg,ORtg,1,Offensive Rating,Offensive Rating,NA,pos,num,Offensive Rating,NA,Points scored per 100 possessions by the team.,NA
ortgAdj,tas,ORtg (Adj*),ORtg (Adj*),4,Offensive Rating (Adj*),Adjusted Offensive Rating,NA,pos,num,Offensive Rating (Adjusted for Opponents),NA,"The team's offensive rating, taking into account an adjustment based on the average offensive rating allowed by the team's opponents throughout the season.",NA
